listing_id,host_name,room_type,description,borough,nbhood,last_review,price
30521015,Steven,entire home/apt,Comfy Cozy,Brooklyn, East Flatbush,June 23 2019,90
30523683,Michael,private room,UPSCALE DWELLING,Bronx, Concourse Village,April 21 2019,85
30524542,Jonathan E,private room,The Gingerheadman's House!,Brooklyn, Crown Heights,March 23 2019,150
30524703,Ian & Shayne,entire home/apt,Bright 1 Bedroom Apartment in Prime Manhattan area,Manhattan, Upper East Side,June 10 2019,284
30525544,Nick,entire home/apt,Tidy 1 bedroom near NYU,Manhattan, East Village,April 15 2019,185
30525680,Damaris,entire home/apt,Prospect Heights Garden Duplex,Brooklyn, Prospect Heights,March 05 2019,166
30525727,Ari,private room,15 minutes From Times Square!!,Manhattan, Washington Heights,July 02 2019,31
30526105,Adam,entire home/apt,A cozy place,Manhattan, Lower East Side,June 24 2019,150
30526468,R.,entire home/apt,"Elegant Ft. Greene One-Bedroom, 5 min from Subway",Brooklyn, Fort Greene,June 16 2019,185
30527403,Farhad,entire home/apt,Luxury 2BD 1Bath Condo in Harlem.,Manhattan, Harlem,June 01 2019,300
30527466,Helen,entire home/apt,Cozy Quiet Studio Right off Time Square,Manhattan, Hell's Kitchen,July 07 2019,189
30527535,Jimmy,private room,Spacious & Cozy Master BR - Nearby Prospect Park,Brooklyn, Prospect-Lefferts Gardens,June 30 2019,55
30527900,Andrea,entire home/apt,Amazing large 1BR Brand New quiet moderm Charm!!!!,Manhattan, Kips Bay,April 20 2019,200
30528438,Ish,entire home/apt,Spacious one bedroom apartment - Brooklyn,Brooklyn, Crown Heights,June 08 2019,52
30528692,Dannie,entire home/apt,Real New York Experience! Pvt 1 bedroom apt in UES,Manhattan, Upper East Side,May 26 2019,102
30531246,Vanessa,entire home/apt,"Luxury Apt, 1 BR, Stainless Steel Appliances",Brooklyn, Williamsburg,April 05 2019,90
30531953,Novo,private room,SUPERIOR KING ROOM -PRIME WILLIAMSBURG,Brooklyn, Williamsburg,April 04 2019,295
30533273,Margarita,entire home/apt,Your own little apartment in New York,Manhattan, Washington Heights,April 20 2019,55
30535751,Miriam,entire home/apt,Townhouse for 12 close to the city & w free gym,Brooklyn, Bushwick,June 24 2019,325
30535813,Ley,private room,Cozy room in heart of NYC,Manhattan, Upper East Side,June 28 2019,135
30536087,Gabriel,private room,Time Square South Deluxe King Room,Manhattan, Hell's Kitchen,June 07 2019,179
30536585,Reuben,private room,"Bright, spacious en-suite room in co-living house",Brooklyn, Crown Heights,July 01 2019,80
30537134,Vicky,private room,Flushing downtown  luxury suite,Queens, Flushing,June 24 2019,80
30537849,Michele,entire home/apt,NEW GARDEN APT IN THE HEART OF PARK SLOPE,Brooklyn, Park Slope,June 11 2019,211
30539227,Tussan,private room,NEWLY AVAILABLE  - Just TWO BLOCKS away from LGA,Queens, East Elmhurst,July 06 2019,75
30539307,Paul,entire home/apt,Cozy 1Bedroom Loft Style living (The entire Floor),Brooklyn, Bedford-Stuyvesant,July 07 2019,150
30540323,Justin,entire home/apt,NYC East Village Doorman Unit with Private Rooftop,Manhattan, East Village,January 03 2019,240
30541439,Perrine,private room,Brooklyn room with Empire State building view,Brooklyn, Bedford-Stuyvesant,January 02 2019,99
30546334,Kazuya,private room,Renovated. Nice & clean 1/F RM in BK. Superhost!,Brooklyn, Bushwick,March 31 2019,41
30547975,Heather,entire home/apt,GARDEN APARTMENT IN CLINTON HILL,Brooklyn, Clinton Hill,July 07 2019,125
30548591,Abby,shared room,FEMALE SHARED ROOM3 Single Beds Near Subway-3,Brooklyn, Coney Island,February 15 2019,29
30551807,Alexandra,entire home/apt,Bedford Ave Apartment,Brooklyn, Greenpoint,March 23 2019,115
30552566,Kat,private room,"Spacious King Bedroom in Downtown, NY",Manhattan, East Village,July 06 2019,125
30554355,Kimberly,entire home/apt,All You Need- Cozy East Village 1 BD Apt.,Manhattan, East Village,February 17 2019,175
30554810,Iryna,entire home/apt,Railroad 2 bdr apartment,Manhattan, East Harlem,January 01 2019,90
30554915,Fatima,private room,Clean & Spacious Private Bedroom 2 min. to Subway,Manhattan, East Harlem,June 25 2019,95
30555359,Melly,private room,YOUR BROOKLYN HOME!  COZY + COMFY + CONVENIENT!B/2,Brooklyn, Bedford-Stuyvesant,May 25 2019,50
30555709,Jose,entire home/apt,Spacious Sanctuary -Great Neighborhood/City Center,Manhattan, Midtown,January 20 2019,150
30555898,Leo,private room,"Nice, Clean and quiet place in Williamsburg",Brooklyn, Williamsburg,January 01 2019,100
30556230,Melly,private room,THE BEST LOCATION TO EXPERIENCE NYC!  B/3,Brooklyn, Bedford-Stuyvesant,May 18 2019,59
30557081,Melly,private room,SUPER LOCATION + OVERSIZED SUNLIT ROOM!   R/4,Brooklyn, Bedford-Stuyvesant,July 04 2019,60
30557292,Melly,private room,TRAVELERS + STUDENTS + NYC LOVERS WELCOME! L/1,Brooklyn, Bedford-Stuyvesant,January 03 2019,48
30557658,Melly,private room,SERENE ESCAPE IN THE BUSY CITY!  L/3,Brooklyn, Bedford-Stuyvesant,April 27 2019,48
30557920,Olga,entire home/apt,Great studio with beautiful backyard,Brooklyn, Sheepshead Bay,June 30 2019,69
30558005,Matthew,private room,Penthouse apartment in the heart of Williamsburg,Brooklyn, Williamsburg,January 01 2019,70
30558097,Neil,private room,Warm Cozy Apt in Brooklyn,Brooklyn, Bedford-Stuyvesant,January 01 2019,120
30558219,Dania,private room,Master bedroom w/priv bathroom in heart of BedStuy,Brooklyn, Bedford-Stuyvesant,June 17 2019,90
30558568,Melly,private room,ALL YOU COULD WANT FOR YOUR STAY IN BK!  L/4,Brooklyn, Bedford-Stuyvesant,May 03 2019,40
30558682,Olly,private room,Cutepraise home in queens,Queens, St. Albans,June 17 2019,60
30559387,明凤,private room,Brooklyn 1 room,Brooklyn, Bensonhurst,June 30 2019,45
30559544,Mikael,entire home/apt,Cozy Home,Brooklyn, Williamsburg,March 11 2019,150
30561213,Melly,private room,EXPERIENCE COLORFUL NYC IN THE BEST LOCATION! R/1,Brooklyn, Bedford-Stuyvesant,May 21 2019,48
30561958,Martha Nicole,entire home/apt,Vibey Artist Studio - Heart of Lower East Side,Manhattan, Lower East Side,January 27 2019,99
30562291,Richard,private room,Best Location in Luxury Building near Times Square,Manhattan, Midtown,July 01 2019,94
30562328,Jessica,private room,Large Room 11minutes to Manhattan NYC at Safe area,Queens, Woodside,July 03 2019,55
30562589,Toma,entire home/apt,Gut renovated one bedroom in Brooklyn!,Brooklyn, East Flatbush,January 28 2019,70
30565063,Bárbara,private room,Private Bedroom on Newly Renovated Apartment,Brooklyn, Bushwick,January 01 2019,55
30565107,Jeniffer,shared room,Quiet but close to Main Street.Flushing Chinatown,Queens, Flushing,June 23 2019,49
30565284,Fran,entire home/apt,Great for family/friends! 2 bdrm duplex sleeps 6!,Queens, Rosedale,June 09 2019,135
30566910,Kim,entire home/apt,Spacious East Village Zen Den,Manhattan, East Village,May 27 2019,110
30567047,Melly,private room,WELCOME TRAVELERS AND NYC LOVERS!  R/2,Brooklyn, Bedford-Stuyvesant,May 25 2019,40
30567265,Jessica,private room,A gem in Bushwick,Queens, Ridgewood,January 02 2019,65
30567765,George,entire home/apt,"Bedstuy is the best, where I rest my chest",Brooklyn, Bedford-Stuyvesant,May 19 2019,150
30567827,Jeniffer,private room,2 blocks to Main Street Flushing Chinatown NY,Queens, Flushing,May 19 2019,60
30568497,Linda,entire home/apt,Comfy Haven,Manhattan, Upper West Side,June 19 2019,195
30570178,Melly,private room,CHEERFUL RM IN BROOKLYN! EASY ACCESS TO TRAIN! R3,Brooklyn, Bedford-Stuyvesant,May 12 2019,45
30570449,Melly,private room,PEACEFUL ESCAPE FROM THE BUSY CITY!  L/2,Brooklyn, Bedford-Stuyvesant,January 16 2019,45
30570943,Andrew,entire home/apt,SUMMER 50% OFF SALE - 4 Min Walk to Times Square,Manhattan, Hell's Kitchen,June 11 2019,240
30574688,Yukee,entire home/apt,Modern&pretty 3-B apt near everything you want!!!,Manhattan, Upper West Side,April 23 2019,199
30574764,Kazuya,private room,"Lovely, Convenient & Renovated Bushwick BK Room.",Brooklyn, Bushwick,May 12 2019,35
30577164,John,private room,Comfort zone,Brooklyn, East New York,May 03 2019,57
30577273,Kazuya,private room,A safe room to stay in Manhattan. Clean & sunny.,Manhattan, Harlem,June 08 2019,31
30578526,Tj,private room,Summertime in Brooklyn‚Äôs Bedford‚ÄìStuyvesant,Brooklyn, Bedford-Stuyvesant,July 06 2019,65
30578954,Christina,private room,Beautiful Master Bedroom & Private Bath,Brooklyn, East New York,February 28 2019,36
30580115,Nicole,private room,Spacious artsy private bedroom,Manhattan, Lower East Side,June 09 2019,150
30580668,Ian,entire home/apt,Clinton Hill Studio,Brooklyn, Clinton Hill,April 27 2019,120
30580793,Alexandra-Katherine,private room,Beautifully Renovated Mid Century Modern Bedroom,Manhattan, Lower East Side,July 06 2019,150
30582854,Jimmy,private room,Cozy Private Room w/ Full Bed - Perfect for Travel,Brooklyn, Prospect-Lefferts Gardens,June 27 2019,55
30584054,Kate,private room,Sunny private room in the heart of Brooklyn.,Brooklyn, Kensington,February 22 2019,56
30584271,Sunny,private room,"SuperBig Beautiful room,clean manhattan 30min.",Brooklyn, East Flatbush,March 21 2019,43
30584721,Mario,entire home/apt,Gorgeous GOOD VIBES One Bedroom in Greenpoint,Brooklyn, Greenpoint,May 25 2019,80
30585278,Tasha,private room,"Bright, warm & wonderful bedroom in Greenpoint",Brooklyn, Greenpoint,May 19 2019,90
30585355,Yolanda,private room,Hollywood Inn,Brooklyn, Crown Heights,January 06 2019,100
30586349,Manny,private room,Open view on Manhattan,Manhattan, East Harlem,June 15 2019,52
30586563,Liam,entire home/apt,"Charming, Quiet Prewar Apt in Midtown, Manhattan",Manhattan, Midtown,June 30 2019,182
30587285,Pettrina,private room,Spice island  nook,Brooklyn, East Flatbush,January 01 2019,35
30587740,Faith,entire home/apt,Mogul Hideout 2: Modern Lifestyle 4 min from JFK,Queens, Laurelton,June 30 2019,125
30588600,Dahilil,private room,PRIVATE bedroom and bathroom in Upper Manhattan,Manhattan, Harlem,May 26 2019,100
30588659,Carrie & Mick,entire home/apt,"Chic, Contemporary 2br Brooklyn Condo",Brooklyn, Bushwick,June 20 2019,231
30588681,Gia,private room,Private Cozy Room at East Village (Manhattan),Manhattan, East Village,June 16 2019,69
30588700,Avihay,entire home/apt,Great unit in prime Williamsburg,Brooklyn, Williamsburg,January 02 2019,200
30589552,Fatima,entire home/apt,Clean & Spacious Apt. 2 min. to Subway,Manhattan, East Harlem,June 08 2019,135
30589865,Michael,entire home/apt,VANLIFE in NYC!  Perfect for minimal travelers!,Brooklyn, Red Hook,May 05 2019,120
30590147,Olivia,private room,"Williamsburg private, comfy, bright room",Brooklyn, Williamsburg,January 02 2019,40
30590265,Rose,entire home/apt,Charming Private Apartment near Brooklyn Museum1BR,Brooklyn, Crown Heights,July 01 2019,125
30590337,Antoine,entire home/apt,"Awesome Studio-Apt near Times Square, super quiet",Manhattan, Hell's Kitchen,June 30 2019,199
30590361,Bedly Bushwick,private room,"Bright, Spacious, & Cheerful! 5min walk to Metro L",Brooklyn, Bushwick,May 31 2019,37
30590895,Vicky,private room,Flushing downtown luxury suite,Queens, Flushing,July 05 2019,80
30590921,Smidty,private room,Feels Like Home Near JFK and LGA,Brooklyn, East New York,June 26 2019,25
30591122,Alisa,private room,Cosy private bedroom in Williamsburg!,Brooklyn, Williamsburg,May 10 2019,55
30591250,Eve,entire home/apt,"‚òÖBright,Spacious 1BR near Empire State/5th Ave",Manhattan, Midtown,July 04 2019,250
30591382,Jimmy,private room,Comfy Room w/ Bunk Bed - Great for Friends!,Brooklyn, Prospect-Lefferts Gardens,June 29 2019,55
30592244,475,private room,The NYC Quick Stay- Flexible Check-In,Manhattan, Harlem,June 05 2019,95
30592546,Marcelina,entire home/apt,Spacious Bronx apartment near Bronx Zoo,Bronx, Tremont,June 28 2019,40
30592647,Jimmy,private room,Private Bedroom w/ Bunk Bed - Great for Friends!,Brooklyn, Prospect-Lefferts Gardens,June 17 2019,55
30593639,Luciana,entire home/apt,Amazing Luxury Loft in Williamsburg,Brooklyn, Williamsburg,January 20 2019,190
30593915,Vicky,private room,Flushing downtown luxury suite,Queens, Flushing,July 07 2019,80
30594102,Jimmy,private room,Comfy Private Room w/ Full Bed - Near Prospect Prk,Brooklyn, Prospect-Lefferts Gardens,June 04 2019,55
30594172,Vicky,private room,Flushing downtown large single room,Queens, Flushing,June 24 2019,80
30594607,Nicolas,private room,Cozy Apartment in Hell‚Äôs Kitchen,Manhattan, Hell's Kitchen,May 07 2019,160
30594645,David,private room,Newly renovated with elevator room 3,Manhattan, Two Bridges,June 18 2019,75
30595611,Jamal,entire home/apt,Home away from Home! 2 Bedroom Apartment.,Manhattan, Hell's Kitchen,June 29 2019,250
30596759,Javier,private room,Cozy LES Room,Manhattan, Lower East Side,July 07 2019,85
30596912,Max,private room,Warm & sweet private bedroom,Manhattan, Upper West Side,February 18 2019,120
30628768,Kazuya,private room,Affordable room near airport - LGA - and subway!,Queens, Elmhurst,March 01 2019,36
30634438,Tosin,entire home/apt,Charming entire house,Queens, Far Rockaway,June 23 2019,145
30636732,Andre,private room,New york Brownstone,Manhattan, Harlem,July 04 2019,55
30640875,Kelsang,private room,Traditional yet Modern home away from home,Queens, Sunnyside,January 19 2019,49
30642253,Olivia,private room,1 Bedroom+1 bath in Artsy modern Williamsburg NY,Brooklyn, Williamsburg,April 25 2019,90
30643610,Darlene,private room,Small clean cosy minimalist FEMALE ONLY -Bushwick,Brooklyn, Bushwick,May 26 2019,50
30644741,Kellie,private room,Huge master bedroom in prime Financial District,Manhattan, Financial District,January 03 2019,100
30651057,Irina,entire home/apt,Amazing two bedroom with the terrace/73A.,Manhattan, Hell's Kitchen,February 11 2019,190
30651242,Glenna,entire home/apt,"Modern, Luxury Style, private balcony/City view!",Brooklyn, Greenpoint,May 12 2019,150
30659261,Emily,entire home/apt,Quiet and Spacious South Williamsburg One Bedroom,Brooklyn, Williamsburg,July 03 2019,150
30661098,Mariana,entire home/apt,Bed-Stuy Gem with Cozy entire floor of Brownstone,Brooklyn, Bedford-Stuyvesant,April 23 2019,200
30662063,Margaret/Matthew,entire home/apt,‚ÄòAge of Innocence‚Äô | Studio Apartment,Brooklyn, Park Slope,June 24 2019,100
30662701,Rose,private room,Cosy private room in luxury condo,Manhattan, Hell's Kitchen,July 03 2019,125
30663416,Jimmy,private room,Cozy Bedroom w/ Bunk Bed - Private Side Yard!!,Brooklyn, Prospect-Lefferts Gardens,June 18 2019,55
30663568,Daniel,entire home/apt,"Chic, Quiet, Convenient East Village One-Bedroom",Manhattan, East Village,June 18 2019,240
30666207,Annette,entire home/apt,"Beautiful, unique apartment in Brooklyn Heights",Brooklyn, Brooklyn Heights,January 05 2019,140
30667058,Brian,entire home/apt,Art Deco Soho Loft,Manhattan, Nolita,June 22 2019,250
30667695,Anting,entire home/apt,Music Recording Mixing Film Photography Art,Brooklyn, Greenpoint,June 01 2019,199
30670056,Jamis,entire home/apt,Sunny Williamsburg Loft ‚òÄÔ∏è,Brooklyn, Williamsburg,March 23 2019,150
30674080,Michel And Antoine,entire home/apt,Beautiful 2-bedroom Apt near Times Square,Manhattan, Hell's Kitchen,July 01 2019,299
30674177,Lily,entire home/apt,Cozy Brooklyn Studio Apartment!,Brooklyn, Crown Heights,April 15 2019,85
30674463,Ned,entire home/apt,Prime Location Affordable 2 Bedrooms,Manhattan, Midtown,April 08 2019,152
30675435,Hudson River Hotel,private room,NY TIME SQUARE DOUBLE ROOM,Manhattan, Hell's Kitchen,May 28 2019,209
30675713,Micah,entire home/apt,"Modern Studio in Heart of Crown Heights, Brooklyn",Brooklyn, Crown Heights,February 17 2019,100
30676471,Gianluca,shared room,Sofa-Bed in a modern and cozy apartment in Harlem,Manhattan, Harlem,June 05 2019,45
30676672,Samantha,private room,New York City cozy creative,Manhattan, Upper East Side,June 30 2019,96
30676992,Jocelyn,entire home/apt,ENTIRE bushwick studio,Brooklyn, Bushwick,May 27 2019,100
30677069,Tussan,private room,NEWLY AVAILABLE Private Room only 2 BLOCKS off-LGA,Queens, East Elmhurst,July 03 2019,51
30677218,Danielle,entire home/apt,Luxury Chelsea 1 bed full service with balconies,Manhattan, Chelsea,January 02 2019,300
30677287,Matthew,entire home/apt,Comfortable one bedroom in heart of Midtown,Manhattan, Hell's Kitchen,May 20 2019,120
30677434,Claudia And Luis,private room,Private ROOM in a GROUND FLOOR apt w/Parking,Queens, Flushing,July 07 2019,85
30681498,Henry,entire home/apt,Private Entire Studio 10min to LGA! ÂÖ®Áã¨Á´ãÂ•óÊàøÂçÅÂàÜÈíüÊ≥ïÊãâÁõõ‰∏≠ÂøÉ,Queens, College Point,July 03 2019,65
30685679,Tanya,entire home/apt,Home in NYC 1 BR Apartment Midtown Retreat,Manhattan, Hell's Kitchen,July 06 2019,165
30685991,Nathan,entire home/apt,Sunny Spacious New Brooklyn Condo,Brooklyn, Greenpoint,March 25 2019,200
30686870,Sara,private room,Large bedroom,Brooklyn, Kensington,July 07 2019,60
30686973,Linda,private room,Tranquil oasis in the fast pace of NYC,Manhattan, Lower East Side,July 03 2019,175
30687126,Sifan,shared room,Cheap good double bed in living room-30min to Man,Queens, Rego Park,June 30 2019,34
30688108,Adrien,private room,NEW - Manhattan - Private room near Central Park,Manhattan, East Harlem,June 22 2019,79
30688314,Orlando,entire home/apt,"Centrally located, modern, pleasant 1BR apartment",Queens, Elmhurst,June 22 2019,95
30688621,Nelmir,entire home/apt,A Little Sanctuary,Brooklyn, Crown Heights,June 24 2019,80
30688867,Marnie,shared room,"Artistic, Cozy Space in Convenient Williamsburg",Brooklyn, Williamsburg,June 02 2019,70
