listing_id,host_name,room_type,description,borough,nbhood,last_review,price
3904135,Nicole,private room,Authentic Williamsburg Appartment,Brooklyn, Williamsburg,January 03 2019,90
3905849,Max,entire home/apt,Stylish Gramercy Park Duplex LOFT,Manhattan, Gramercy,July 01 2019,120
3907413,Fabeye & Nabou,private room,Great cozy for summer in Brooklyn,Brooklyn, Bedford-Stuyvesant,June 08 2019,40
3907603,Evy,private room,Nyc! Cozy room in Williamsburg,Brooklyn, Williamsburg,July 01 2019,75
3908257,Tony,private room,Big Room by Metro/Subway-15mns to Manhattan,Brooklyn, Bedford-Stuyvesant,June 11 2019,75
3911632,Hetty,private room,Cozy rooms with private bath,Brooklyn, Kensington,July 02 2019,65
3912794,David,private room,"Park Slope 1 Bedroom, 1.5 Bath",Brooklyn, South Slope,May 19 2019,75
3914773,Jonathan,private room,Upper West Side Museum/Central Park,Manhattan, Upper West Side,January 01 2019,150
3916312,Kenneth,entire home/apt,Cozy Artist Space,Manhattan, Harlem,June 02 2019,145
3920562,Ian,private room,Large & Beautiful Manhattan NYC,Manhattan, East Harlem,June 27 2019,90
3922417,Michael,entire home/apt,"Safe, Quiet and Bright near Subways has 2 beds",Manhattan, Chelsea,January 15 2019,95
3924092,Jan,entire home/apt,Lincoln Center Area Apartment,Manhattan, Upper West Side,May 23 2019,225
3930842,Joshua,private room,1BR+BA IN LXRY CONDO W POOL+PARKING,Brooklyn, Williamsburg,April 28 2019,75
3943879,Mette,entire home/apt,Prime Williamsburg loft on Bedford,Brooklyn, Williamsburg,June 21 2019,175
3944233,Kevin,private room,Huge space and MILLION DOLLAR VIEWs,Manhattan, Theater District,June 21 2019,130
3944625,Mario,private room,Huge serene room in a perfect area!,Brooklyn, Brooklyn Heights,July 06 2019,129
3945796,Burton,private room,Grand Central/UN/Langone. Lrg Rm Vu's. Own1/2 Bath,Manhattan, Kips Bay,January 02 2019,95
3946018,Mark,entire home/apt,Luxury Building in Time Square,Manhattan, Theater District,July 07 2019,189
3950114,Erika,private room,"Warm, Spacious, Convenient and Cozy",Queens, Astoria,July 01 2019,65
3952093,Mike,entire home/apt,Entire 2 bdrm/2 bth UWS/RiversdePrk,Manhattan, Upper West Side,June 29 2019,160
3953314,Carol Gloria,entire home/apt,Hamiltons Hideway Lower Level Apt NYC,Bronx, Clason Point,July 01 2019,155
3953585,Jack Andrew,private room,Manhattan Private Room15min=TimesSQ,Manhattan, Harlem,June 04 2019,39
3953942,Justine,entire home/apt,Spacious 1 Bedroom Apt in Brooklyn,Brooklyn, Crown Heights,June 16 2019,115
3958460,Mariela,private room,Central Park-Lincoln Center,Manhattan, Upper West Side,July 01 2019,100
3962389,Charlayne,entire home/apt,Two bedroom fully furnished apt.,Brooklyn, Flatlands,January 25 2019,125
3963635,Pervaiz,entire home/apt,"A 2-story, 2-bedroom house - 20min to Downtown",Brooklyn, Bedford-Stuyvesant,May 18 2019,210
3967160,Susannah,entire home/apt,Firehouse Loft with Harbor Views,Staten Island, Stapleton,June 23 2019,180
3967492,Pat,entire home/apt,East Village Studio Apt.,Manhattan, East Village,June 03 2019,129
3967945,Jeff And Jessica,private room,Great Apt steps from Central Park,Manhattan, East Harlem,January 06 2019,90
3968610,Marina,entire home/apt,Charming apt in Greenwich Village!,Manhattan, Greenwich Village,June 26 2019,140
3970562,Natalie,entire home/apt,In The Heart of The East Village,Manhattan, East Village,January 01 2019,170
3970701,Stephanie,private room,Beautiful Private Room in Newly Renovated Apt,Brooklyn, East Flatbush,February 03 2019,60
3973944,Danielle,private room,Ground & Rejuvenate PR Williamsburg,Brooklyn, Williamsburg,May 26 2019,89
3975630,Eliana E,entire home/apt,Beautiful 1 bedroom in NYC,Queens, Woodside,June 27 2019,150
3979628,Mara,private room,BR/Private Bath 10Mins to TIME SQ,Manhattan, Harlem,June 16 2019,88
3979714,James,shared room,Central Park North 1BD,Manhattan, Harlem,June 13 2019,75
3983469,Mike,private room,Private room near Columbia University,Manhattan, Upper West Side,July 05 2019,75
3984168,Host,entire home/apt,Union Square~Reno 2BR~Great Value,Manhattan, East Village,May 09 2019,170
3985673,Michael,entire home/apt,NYC Artists Loft in Chelsea,Manhattan, Chelsea,May 20 2019,300
3987571,Monifa & Saint,entire home/apt,Garden Apartment with Private Entry,Brooklyn, Bedford-Stuyvesant,June 30 2019,115
3989564,Arielle,entire home/apt,Brooklyn Garden Apartment,Brooklyn, Bedford-Stuyvesant,June 19 2019,119
4000621,Nicci & David,entire home/apt,Hancock House cozy Garden Level,Brooklyn, Bedford-Stuyvesant,June 10 2019,145
4007277,Benham,private room,Convenient and Affordable in the Heart of Astoria,Queens, Astoria,July 07 2019,65
4013339,Matt,private room,Amazing Private Room in the Heart of Manhattan,Manhattan, Little Italy,June 16 2019,95
4013668,David,entire home/apt,Spacious Park Slope brownstone,Brooklyn, Park Slope,June 07 2019,185
4016069,Bobi,private room,1C.  Private  Rm in Guesthouse Manhattan,Manhattan, East Harlem,May 14 2019,55
4016173,Joanne,entire home/apt,Turn of the Century Railroad Flat /4 day Wknd,Brooklyn, Park Slope,June 24 2019,100
4024936,Chloe,entire home/apt,"Beautiful, Bright, Williamsburg apt",Brooklyn, Williamsburg,July 03 2019,120
4025329,Patricia,entire home/apt,SPACIOUS STUDIO-HIGH END FINISHES,Manhattan, Harlem,June 17 2019,129
4026150,Karen,entire home/apt,"Personal, Private and Pretty NYC Apartment",Queens, Elmhurst,June 23 2019,78
4031463,Mike,private room,Comfortable Private space with a terrace,Bronx, Norwood,June 28 2019,50
4032229,"Rossy,  Carmen And Juan",private room,Beautiful airy room in nice family home,Bronx, University Heights,July 02 2019,47
4033300,Stephanie,entire home/apt,Sunny and comfortable 2 bedroom apt,Brooklyn, Bedford-Stuyvesant,June 26 2019,150
4033444,Saya & Diego,entire home/apt,Big New York City Suite Near Subway,Brooklyn, Crown Heights,June 23 2019,125
4033521,Thomas & Gaby,entire home/apt,Brooklyn 1 BR Near Subway,Brooklyn, Crown Heights,June 18 2019,60
4037522,Kiara,private room,"Cozy, Safe & Clean room in Astoria",Queens, Astoria,February 16 2019,99
4038794,Elke,private room,Bright room with private bathroom,Manhattan, Washington Heights,May 30 2019,75
4040900,Lisa,shared room,Couch in times square,Manhattan, Theater District,June 01 2019,59
4040926,Lauren,entire home/apt,1BR Apartment- Fantastic Location!,Manhattan, East Village,April 29 2019,111
4046281,David,private room,Spacious and Sunny Private Bedroom!,Manhattan, East Village,June 19 2019,119
4047638,Valeria,private room,NYC-Great Cost x Benefit-Huge Room-Next to Subway.,Queens, Astoria,June 04 2019,69
4047791,Alicja,entire home/apt,Spacious Sunny 2BR/Prime Greenpoint,Brooklyn, Greenpoint,July 07 2019,185
4048043,Jason,private room,1 BR in Exposed Brick SoHo apt,Manhattan, SoHo,June 16 2019,135
4050254,Emily And Joel,private room,Mid-Century Modern En-Suite in Brownstone!,Brooklyn, Park Slope,January 19 2019,169
4050765,Garnet,private room,Harmony House 3 on Madison Street,Brooklyn, Bedford-Stuyvesant,June 25 2019,38
4050795,Tony,private room,Cozy Contempo Rustic Chic (stay w/a local artist!),Brooklyn, Bushwick,May 22 2019,90
4052514,Steve & Anna,entire home/apt,Wow!  Two Bedroom Apartment in Safe Neighborhood!,Brooklyn, Windsor Terrace,June 24 2019,149
4053287,Michael And Donna,entire home/apt,Spacious Apartment with River Views!,Manhattan, Roosevelt Island,June 30 2019,125
4053471,Molly,private room,Apartment in Heart of Greenpoint,Brooklyn, Greenpoint,June 20 2019,65
4053517,Molly,entire home/apt,Two-Bedroom Greenpoint Apartment,Brooklyn, Greenpoint,June 02 2019,174
4053564,Claudina,private room,Beautiful room with bathroom,Brooklyn, Bedford-Stuyvesant,May 31 2019,89
4053597,Mary Kathryn,entire home/apt,Artist's Creative Cozy Studio in Park Slope,Brooklyn, South Slope,May 27 2019,150
4057361,Melissa,private room,"Large, Bright, Studio-Style Bedroom",Queens, Long Island City,April 11 2019,76
4058949,Bobi,private room,3C. Private Rm in Guesthouse Manhattan,Manhattan, East Harlem,May 09 2019,45
4059620,Stara,entire home/apt,Heart of Soho/Nolita,Manhattan, SoHo,June 23 2019,199
4060446,Rob,entire home/apt,Modern spacious flat in Manhattan,Manhattan, Inwood,April 21 2019,99
4060526,Susan,private room,Private Room A,Brooklyn, Sunset Park,June 09 2019,39
4063357,Anthony/Joanne,entire home/apt,Stuvesant East,Brooklyn, Bedford-Stuyvesant,June 21 2019,130
4066224,Kelly,entire home/apt,Williamsburg Gem With Private Patio!,Brooklyn, Williamsburg,June 30 2019,200
4068216,Yevgeny,private room,Unbelievable Upper East Side Loc.,Manhattan, Upper East Side,June 29 2019,105
4069681,Devin,entire home/apt,"""DECO CASA""  2 Bedroom Greenpoint Brooklyn",Brooklyn, Greenpoint,June 30 2019,75
4070025,Shahram,entire home/apt,Luxury Flat with Outdoor and Study Room,Brooklyn, DUMBO,July 05 2019,250
4071007,Jason,private room,Cozy 1 BR in Exposed Brick SoHo Apt,Manhattan, SoHo,June 11 2019,120
4074248,Todd,private room,Skylight Room in BK Duplex in Williamsburg,Brooklyn, Williamsburg,June 09 2019,100
4077090,Ellie,entire home/apt,Quiet Haven in Park Slope Huge 2BR,Brooklyn, South Slope,January 02 2019,225
4077460,Jenny,entire home/apt,Brooklyn modern 2 BR Garden Floor,Brooklyn, Bedford-Stuyvesant,June 20 2019,215
4081707,Cee,entire home/apt,Red Hook Architectural with huge outdoor area,Brooklyn, Red Hook,April 23 2019,300
4081800,Julia,entire home/apt,Classic Brownstone Apartment,Manhattan, Harlem,June 17 2019,130
4081926,Jennifer And Basil,entire home/apt,1 BDR APARTMENT  7 MINS FROM JFK 5 STAR RATED,Queens, Springfield Gardens,June 16 2019,110
4082062,Vie,private room,Unique room w/2 Twin beds..wifi*metro* quiet*safe,Bronx, Eastchester,June 16 2019,75
4082357,Liz,private room,Big bedroom in Brooklyn!,Brooklyn, Greenpoint,April 27 2019,36
4088506,Krzysztof,entire home/apt,"Modern, central WBurg 2BR w/rooftop",Brooklyn, Williamsburg,June 10 2019,160
4089102,Jae (Owen's Wife),entire home/apt,Serenity Near Manhattan,Brooklyn, Bedford-Stuyvesant,May 24 2019,152
4089189,Caroline,entire home/apt,Stunning Parlor Garden Apartment,Brooklyn, Clinton Hill,June 15 2019,145
4089492,Fagan,private room,BUSHWICK (1 block from Jefferson L),Brooklyn, Bushwick,June 22 2019,120
4089915,Emily,entire home/apt,"PRIVATE, Airy, 1 Bedroom Apt in Central Bushwick",Brooklyn, Bushwick,June 19 2019,84
4092826,Jessica,entire home/apt,Forest Hills Villa 皇后区“曼哈顿”-森林小丘别墅!,Queens, Forest Hills,June 25 2019,180
4093399,Vie,private room,DOMINIQUE'S NY*chic*  quiet room*wifi*metro,Bronx, Eastchester,January 01 2019,68
4096470,Debbie,entire home/apt,THE THOMPSON SUITE,Brooklyn, Bedford-Stuyvesant,July 01 2019,155
4097284,Leslie,entire home/apt,"Bklyn, private Three Bedroom.",Brooklyn, Canarsie,June 09 2019,75
4098271,Sade,private room,"Spacious Bedroom, L.E.S.",Manhattan, Lower East Side,June 30 2019,72
4098814,Edward,private room,Private Single Room,Brooklyn, Bedford-Stuyvesant,May 05 2019,52
4102208,Zheni,entire home/apt,"Convenient, clean and chic apartment",Brooklyn, Carroll Gardens,June 21 2019,125
4103623,Channa,private room,Prospect Park Neighborhood Retreat,Brooklyn, Windsor Terrace,July 01 2019,58
4103970,Mandy,private room,Private room in hip east Williamsburg/Greenpoint,Brooklyn, Greenpoint,June 21 2019,100
4108547,Helen,private room,East Village Queen Bed - Breakfast  - Subway 2 Blk,Manhattan, East Village,June 27 2019,65
4109246,Carrie-Anne,private room,Calm Bushwick Room--Next to subway!,Brooklyn, Bushwick,May 15 2019,40
4109420,Samantha,entire home/apt,"Accessible, large & stylish 2BR apt in Astoria!",Queens, Astoria,July 07 2019,110
4110645,David,private room,Art deco apartment in Brooklyn,Brooklyn, Bay Ridge,June 22 2019,85
4115327,Deborah Lily,entire home/apt,The Garden Apartment,Brooklyn, South Slope,June 26 2019,158
4119763,HayNoor,private room,"Large, Sunny 25 min to Central Park",Bronx, Norwood,July 04 2019,51
4120122,Lara,private room,Cosy room in Williamsburg,Brooklyn, Williamsburg,June 21 2019,65
4121363,Rachel,entire home/apt,Large Garden Alcove Studio Apartment in Manhattan,Manhattan, East Harlem,May 22 2019,75
4126676,Roger,entire home/apt,Great Apt 5min from Time Square NYC,Manhattan, Hell's Kitchen,February 11 2019,145
4128337,Pervaiz,entire home/apt,Entire Apartment - charming 1BR-20min to Downtown,Brooklyn, Bedford-Stuyvesant,June 23 2019,125
4128428,Elizabeth,private room,Sunny Bedroom in quirky apartment,Manhattan, Murray Hill,June 07 2019,175
4129195,Lars,entire home/apt,2 sleeping areas for 2 people together +2 singles,Manhattan, Chelsea,March 10 2019,175
4129365,Timothy,entire home/apt,Beautiful SUNLIGHT in quiet apt!,Brooklyn, Flatbush,June 16 2019,109
4129487,Seun And Marie,private room,Peaceful Retreat in a Brownstone,Brooklyn, Bedford-Stuyvesant,May 21 2019,67
4129513,Seun And Marie,private room,Haven of Tranquility in Bedstuy,Brooklyn, Bedford-Stuyvesant,March 06 2019,57
4129541,Seun And Marie,private room,Wonderful Getaway in Bedstuy,Brooklyn, Bedford-Stuyvesant,March 16 2019,77
4129909,Angelo,private room,"Great View, only one block to metro",Brooklyn, Bedford-Stuyvesant,May 09 2019,80
4132116,Gil,private room,Beautiful house top floor 1-3 large bedrooms,Brooklyn, Flatbush,April 07 2019,120
4134035,Florrie,entire home/apt,Sunny Studio in Brooklyn,Brooklyn, Downtown Brooklyn,June 29 2019,140
4135876,Jason & Agnes,private room,"""The Studio"" Harlem Brownstone",Manhattan, Harlem,January 15 2019,70
4136596,Joanna,entire home/apt,Entire Home/1 Bedroom Apt LES,Manhattan, Lower East Side,June 26 2019,200
4137415,Jess And Josh,private room,Private room overlooking yard in prime Bushwick,Brooklyn, Bushwick,July 01 2019,37
4137789,Elizabeth,entire home/apt,"Sunny 2BR in Brooklyn townhouse, steps to subway",Brooklyn, Windsor Terrace,May 28 2019,180
4137979,Eric,entire home/apt,Williamsburg/Greenpoint Studio,Brooklyn, Greenpoint,June 30 2019,125
4140776,Jessica,private room,Basement 别墅的地下室,Queens, Forest Hills,May 25 2019,65
4144849,Yulia,entire home/apt,Cozy little studio in Chelsea,Manhattan, Chelsea,June 15 2019,115
4148088,Loni & Russ,entire home/apt,Central Harlem Private Studio,Manhattan, Harlem,June 23 2019,135
4148280,Keturah,private room,Comfy and Smart on Prospect Park,Brooklyn, Prospect-Lefferts Gardens,March 31 2019,50
4150932,Morgan,private room,Cozy Bedroom in BK Apt,Brooklyn, Prospect Heights,July 03 2019,71
4152752,Niko,private room,Location is Everything. And Quiet Too!,Manhattan, Hell's Kitchen,June 30 2019,103
4155099,Leslie,entire home/apt,Large Group Friendly Rental,Brooklyn, Canarsie,June 02 2019,225
4156015,ZVIPCO  LLC (Robert),entire home/apt,Cozy East River 1 bed/1 bath,Manhattan, East Harlem,July 06 2019,99
4157451,Daniel,private room,Bedroom in Manhattan - Prime Location,Manhattan, Upper East Side,June 13 2019,90
4160934,Steven,private room,Luxury Private 2 Beds nr C/3 Subways,Brooklyn, Crown Heights,June 27 2019,75
4161127,Sandy,entire home/apt,An Open and Peaceful Space Great for Families,Brooklyn, Windsor Terrace,June 27 2019,170
4162292,Joan,entire home/apt,Charming Full 1BR Apt w/Backyard,Brooklyn, Flatbush,July 01 2019,150
4162519,Mari J,shared room,Happy cozy Manchi GUEST ROOM,Brooklyn, Flatbush,June 29 2019,30
4163781,Danielle,private room,Sun Soaked & Cozy PR Williamsburg,Brooklyn, Williamsburg,July 06 2019,99
4168812,R,entire home/apt,PRIVATE 1BR APT: Free WIFI & DIRECT TV,Brooklyn, Bedford-Stuyvesant,June 22 2019,115
4169094,Monika,private room,"Room in 2br apt Location by N,W,M60bus,Beer Garden",Queens, Ditmars Steinway,June 30 2019,90
4170460,Veronica,private room,#1 Superhost Special Offer in NYC!,Brooklyn, Bedford-Stuyvesant,June 22 2019,65
4170796,Monica,entire home/apt,MODERN AND COZY FLAT w/ BACKYARD,Manhattan, Harlem,July 01 2019,131
4171406,Anna,private room,Private room in artist's loft!,Brooklyn, Williamsburg,June 11 2019,55
4171692,Steven,private room,Luxe New Queen Br near Subways,Brooklyn, Crown Heights,July 06 2019,70
4178152,Steven,private room,"Modern Private Entrance Bedroom, Nr A/C Subways",Brooklyn, Crown Heights,June 28 2019,77
4180643,Avril,entire home/apt,luxury one bedroom apt in prime LES location,Manhattan, Lower East Side,March 27 2019,150
4182262,Lou,entire home/apt,BedStuy Brooklyn Charm Awaits U - 3BR Apt,Brooklyn, Bedford-Stuyvesant,July 07 2019,199
4182568,June,private room,WilliamsburgBrooklynPrivateBedroom,Brooklyn, Williamsburg,June 02 2019,150
4183424,Susie,entire home/apt,Charming West Village 1 bdrm,Manhattan, West Village,April 08 2019,145
4183801,Katerina,entire home/apt,"Colorful apt, 25 mins to Manhattan",Brooklyn, Bedford-Stuyvesant,January 07 2019,120
4183989,,private room,SPRING in the City!! Zen-Style Tranquil Bedroom,Manhattan, Harlem,May 23 2019,86
4187387,Cristina,entire home/apt,Beautiful Studio in posh Upper East,Manhattan, Upper East Side,June 27 2019,139
4188351,Brian,entire home/apt,"Cozy, charming private apt in Brooklyn",Brooklyn, Bedford-Stuyvesant,June 16 2019,116
4188807,Oates + Bill,private room,Spacious Bedroom in a Brooklyn House,Brooklyn, Prospect-Lefferts Gardens,June 24 2019,72
4192400,Grace,private room,Private+Cozy Room w/ Superhost ($0 Cleaning Fee)!,Brooklyn, Bushwick,July 07 2019,72
4195677,Keith,private room,Clean private room in safe area near Manhattan,Queens, Sunnyside,June 24 2019,80
4197760,Kelly,entire home/apt,Stylish 1 BedRoom very quiet Upper East Side Apt!,Manhattan, Upper East Side,June 17 2019,92
4199782,Alexandre,entire home/apt,Park Slope's - Pied à Terre (1-Bedroom Apt),Brooklyn, South Slope,April 24 2019,135
4204083,Hazel,entire home/apt,The White House,Brooklyn, Bedford-Stuyvesant,June 20 2019,129
4206034,Takao & Aiko,entire home/apt,Clean and Huge Studio in Safe Area,Staten Island, Tompkinsville,May 30 2019,99
4208547,Steven,private room,Sweet Luxe Bed w/Private Backyard,Brooklyn, Crown Heights,July 06 2019,73
4211510,Funda,private room,Simple Astoria Room 20minToManhattan,Queens, Ditmars Steinway,June 20 2019,50
4215595,Ben,shared room,LowerEastSide apt share shortterm 3,Manhattan, Lower East Side,May 19 2019,40
4216813,Matt,entire home/apt,Penthouse w/Terrace Williamsburg,Brooklyn, Greenpoint,June 26 2019,200
4217758,Lumin And Hendrik,entire home/apt,Beautiful Apartment in Bushwick/Ridgewood,Queens, Ridgewood,July 05 2019,98
4218034,Eric,entire home/apt,Urban Jungle Garden Duplex,Brooklyn, Bedford-Stuyvesant,July 04 2019,199
4218098,Francesca,entire home/apt,"Sunny, small apartment near Central Park-Columbia",Manhattan, Harlem,June 24 2019,110
4218129,Veronica,private room,Special OFFER on Airbnb NYC Room!,Brooklyn, Bedford-Stuyvesant,June 24 2019,59
4219851,Amy,entire home/apt,"Bushwick Brooklyn NYC Apt, with LG kitchen & yard!",Brooklyn, Bushwick,May 27 2019,95
4220151,David,entire home/apt,"Clean/Quiet Apt, Great Location, with washer/dryer",Manhattan, Chelsea,June 19 2019,159
4224091,Nick,entire home/apt,Brooklyn - Boerum Hill Beauty,Brooklyn, Boerum Hill,July 03 2019,195
4225569,Orinda,entire home/apt,Lovely Astoria Studio-close to NYC!,Queens, Astoria,July 07 2019,96
4226098,Mark,private room,W. 80's Central Park 3 Blocks Walk,Manhattan, Upper West Side,June 25 2019,88
4227141,Reenie,private room,Cozy Bedroom,Brooklyn, Bedford-Stuyvesant,June 02 2019,35
4227207,Christophe,entire home/apt,Park Slope perfectly renovated 1BR+,Brooklyn, South Slope,July 01 2019,175
4227554,David,entire home/apt,"Big 2BR, just minutes to Manhattan!",Queens, Woodside,June 26 2019,195
4232255,Beatriz,private room,Super Clean Newly Furnished in Prime Bay Ridge,Brooklyn, Bay Ridge,March 05 2019,49
4233025,Cristina,entire home/apt,Huge Loft in Brooklyn 15 mins from Manhattan,Brooklyn, Williamsburg,June 08 2019,150
4235620,Louise & Thomas,entire home/apt,Elegant furnished 1BR apartment,Queens, Flushing,June 28 2019,100
4240861,Tameisha,private room,Small Private Studio!,Brooklyn, Bushwick,June 16 2019,80
4241028,Kishorie,entire home/apt,Private Studio Apartment,Queens, Jamaica,June 16 2019,89
4241486,Lorcan,entire home/apt,Floor Through East Village Lux Apt,Manhattan, East Village,July 04 2019,280
4244242,BrooklynSleeps,private room,Best Bedroom in Bedstuy/Bushwick. Ensuite bathroom,Brooklyn, Bedford-Stuyvesant,June 23 2019,70
4244528,Angel,private room,Williamsburg Beauty,Brooklyn, Williamsburg,May 27 2019,80
4249131,Gina,entire home/apt,BEST LOCATION in MANHATTAN!,Manhattan, East Village,June 21 2019,96
4249342,Andy,private room,Perfect Private Room in Luxury Bldg w/Gym/Rooftop,Manhattan, Financial District,June 01 2019,98
4250746,Kevin,entire home/apt,Newly-Renovated 2BR/1BTH Garden Apt,Brooklyn, Bushwick,June 10 2019,140
4256091,Brandon,entire home/apt,Charming West Village Apartment,Manhattan, West Village,May 04 2019,175
4257889,Stephenie,private room,Large Room@ColumbiaUniversity/15min toTime Square,Manhattan, Morningside Heights,July 05 2019,89
4258867,Hellen,entire home/apt,Charming Brownstone Apt Fort Greene,Brooklyn, Fort Greene,July 02 2019,178
4259427,Solange Et Michel,entire home/apt,Appartement en duplex de 3 chambres,Brooklyn, Crown Heights,May 02 2019,210
4260964,Erin,entire home/apt,"Charming, private 1BR garden apt",Manhattan, Harlem,May 22 2019,150
4261214,Gita,entire home/apt,Cozy place in Uptown Manhattan,Manhattan, Harlem,June 05 2019,149
4263624,Gregory,entire home/apt,LOVELY GARDEN APT FOR 2 TO 4,Brooklyn, Crown Heights,April 22 2019,106
4263802,Sj,entire home/apt,Fort Greene - Parlor One Bed,Brooklyn, Fort Greene,June 25 2019,165
4265471,Torell,shared room,Ladies Shared Dorm Room (Top Bunk),Brooklyn, Bedford-Stuyvesant,July 01 2019,30
4268286,Marjorie,private room,Cozy brownstone bed & bath; pvt.ent,Manhattan, East Harlem,July 06 2019,100
4270683,Daniela,entire home/apt,Very nice studio 15 mins to the heart of Manhattan,Queens, Astoria,January 07 2019,110
4271119,Joseph  &  Hector,private room,Private bedroom in Hell's Kitchen,Manhattan, Upper West Side,July 01 2019,112
4271877,Caroline,private room,New Private Bathroom Master Bedroom,Brooklyn, Bedford-Stuyvesant,June 22 2019,69
4274462,Diego,private room,Spacious and cosy private room.,Queens, Ridgewood,May 28 2019,49
4274595,Julia,entire home/apt,Garden Oasis Apartment - 2 bedroom,Manhattan, East Harlem,June 15 2019,200
4276762,Sean,entire home/apt,5Bedroom Manhattan townhome triplex,Manhattan, Harlem,July 07 2019,310
4277724,Andrew,entire home/apt,"Bright, Spacious Wburg APT w/ VIEW!",Brooklyn, Williamsburg,June 24 2019,195
4277980,SooKi,entire home/apt,The Jewel of Crown Heights- Franklin Ave {NEW},Brooklyn, Crown Heights,June 13 2019,110
4278084,Nina,entire home/apt,Midtown NYC Studio Apartment 4E,Manhattan, Midtown,January 17 2019,75
4278389,Carol Gloria,shared room,M1 Twin couch bed sleeps 1 guest,Bronx, Clason Point,July 01 2019,45
4278568,Mila,entire home/apt,The Lower East Side Experience,Manhattan, Lower East Side,May 27 2019,165
4279260,Linda,entire home/apt,Spacious Scandi-inspired apt in private house,Queens, Ridgewood,June 09 2019,150
4279550,Lea,entire home/apt,Pure Serenity 1BR in the Lower East Side,Manhattan, Lower East Side,July 01 2019,180
4280053,Tony,private room,Clean Room by Metro/Subway -15mns to Manhattan,Brooklyn, Bedford-Stuyvesant,June 27 2019,80
4282178,Veronica,private room,A Superhost SALE! DELUXE Room!,Brooklyn, Bedford-Stuyvesant,June 24 2019,53
4282998,Chris,entire home/apt,Spacious 1 BR & terrace on 19th floor viewing NYC,Manhattan, Kips Bay,January 05 2019,200
4284031,Tess,entire home/apt,BRIGHT BEAUTIFUL CHELSEA APT,Manhattan, Chelsea,June 06 2019,160
4285876,Xiao,entire home/apt,LES/Chinatown One Bedroom apt (all to yourself),Manhattan, Lower East Side,April 06 2019,140
4286662,Brian,entire home/apt,1 Bedroom in Greenwich Village!,Manhattan, Greenwich Village,July 01 2019,190
4287589,Katie,entire home/apt,"LG GARDEN Apt ON Sunset Park,  on41ST near 6th Ave",Brooklyn, Sunset Park,July 01 2019,125
4288276,Angela,entire home/apt,"New Apt near Central Park, Broadway, Museums",Manhattan, Upper East Side,May 28 2019,145
4291200,Ruth,private room,"Comfy Rm, Hallway Bath, Forest Hills",Queens, Forest Hills,May 09 2019,95
4293935,Ana,private room,Beautiful  brownstone room,Brooklyn, Crown Heights,June 09 2019,99
4294546,Manuela,entire home/apt,Bright Apt Williamsburg-Greenpoint,Brooklyn, Greenpoint,May 05 2019,130
4295542,Judith,private room,Private 1 Bdrm Suite in Historic Brownstone,Brooklyn, Brooklyn Heights,May 22 2019,240
4296126,Lindsay Alexa,entire home/apt,POSH  High Rise near Times Square,Manhattan, Hell's Kitchen,June 17 2019,259
4296291,Danielle,entire home/apt,"100 st! cozy, clean, private UES E Harlem",Manhattan, East Harlem,June 27 2019,75
4296710,Victor,private room,NICE SPACE IN NYC,Bronx, Kingsbridge,June 24 2019,37
4296956,Sharon,entire home/apt,Sharbell’s vacation,Brooklyn, Canarsie,July 07 2019,210
4297952,James,entire home/apt,Awesome Chelsea 1 bedroom,Manhattan, Chelsea,July 06 2019,199
4299536,Victoria,entire home/apt,10 Minutes to Manhattan,Brooklyn, Clinton Hill,June 22 2019,189
4302293,J.,private room,Private Room with 2nd Full Bath in Modern Art Apt,Queens, Long Island City,June 06 2019,58
4303600,Ollie,private room,Luminous Modern Apt Share for Young Professionals,Brooklyn, Bedford-Stuyvesant,May 19 2019,60
4303825,Walther,entire home/apt,Cute apartment with 2 big bedrooms,Queens, Long Island City,March 10 2019,190
4305170,Mona,entire home/apt,Cute ethnic cosy private studio!,Brooklyn, Clinton Hill,June 22 2019,139
4308612,Ehud,entire home/apt,Holiday special! Best location!,Manhattan, Hell's Kitchen,June 30 2019,125
4308633,Basil,private room,Wonderful Willi!,Brooklyn, Williamsburg,June 03 2019,94
4308798,Karen,entire home/apt,Upper East Side 1-Bedroom,Manhattan, Upper East Side,June 11 2019,100
4308991,Dean,private room,Big Room with Private Bathroom,Manhattan, East Village,January 07 2019,149
4309079,Tarek,private room,Big Sunny Room in Apartment With Views,Manhattan, East Village,April 13 2019,128
4309648,Vinneth,entire home/apt,Ebony & Ivory Close to Manhattan,Brooklyn, Bedford-Stuyvesant,June 24 2019,160
4310501,Orhun,private room,Spacious Bedroom in East Village,Manhattan, East Village,June 30 2019,110
4311648,Liana,entire home/apt,Modern & Sunny w/ Private Terrace,Brooklyn, Williamsburg,May 26 2019,285
4320934,Mina,entire home/apt,Central Harlem large beautiful studio,Manhattan, Harlem,May 22 2019,133
4325329,Madeline,entire home/apt,Charming Brownstone Apt Steps from Central Park!,Manhattan, Upper West Side,June 28 2019,200
4333204,Mina,entire home/apt,Harlem cosy renovated unit for two,Manhattan, Harlem,July 03 2019,94
4334446,Janine,entire home/apt,"Cozy 1 bdrm Park Slope, Brooklyn,",Brooklyn, South Slope,June 23 2019,120
